"subject","rewardType","tgtPosition","colorPosition","response","rt","congruence"
"14","low","3rd","1st","1",0.965585,"incongruent"
"14","low","2nd","1st","0",0.487555,"incongruent"
"14","none","2nd","none","1",0.8521,"na"
"14","high","1st","2nd","1",0.57221,"incongruent"
"14","low","2nd","3rd","1",1.0937,"incongruent"
"14","low","3rd","3rd","1",0.53472,"congruent"
"14","high","3rd","3rd","1",0.629335,"congruent"
"14","high","3rd","1st","1",0.810095,"incongruent"
"14","high","1st","1st","0",0.540795,"congruent"
"14","high","2nd","3rd","1",0.639695,"incongruent"
"14","high","1st","1st","1",0.56199,"congruent"
"14","none","1st","none","0",0.56623,"na"
"14","low","2nd","2nd","1",0.54467,"congruent"
"14","high","3rd","2nd","0",0.960615,"incongruent"
"14","high","1st","1st","1",1.223545,"congruent"
"14","low","2nd","2nd","1",0.96534,"congruent"
"14","none","2nd","none","1",0.91536,"na"
"14","high","1st","2nd","0",0.621165,"incongruent"
"14","none","3rd","none","1",0.53748,"na"
"14","low","2nd","2nd","0",0.596875,"congruent"
"14","none","3rd","none","1",0.801165,"na"
"14","none","1st","none","0",0.967705,"na"
"14","none","1st","none","0",0.714295,"na"
"14","none","2nd","none","1",0.788725,"na"
"14","high","1st","2nd","0",0.564805,"incongruent"
"14","high","2nd","1st","1",0.663945,"incongruent"
"14","low","2nd","3rd","1",0.69178,"incongruent"
"14","none","1st","none","1",1.92192,"na"
"14","low","1st","3rd","1",0.645355,"incongruent"
"14","none","3rd","none","1",0.54993,"na"
"14","low","1st","1st","1",1.037615,"congruent"
"14","low","3rd","3rd","1",0.67328,"congruent"
"14","low","1st","2nd","0",0.64803,"incongruent"
"14","high","2nd","1st","1",0.65974,"incongruent"
"14","low","3rd","2nd","1",0.57761,"incongruent"
"14","high","2nd","1st","1",0.9087,"incongruent"
"14","none","2nd","none","0",0.92254,"na"
"14","low","3rd","2nd","1",0.51855,"incongruent"
"14","high","3rd","1st","1",0.49585,"incongruent"
"14","low","1st","2nd","0",2.041,"incongruent"
"14","high","2nd","3rd","0",1.59306,"incongruent"
"14","low","1st","2nd","1",0.79627,"incongruent"
"14","low","1st","1st","1",0.552985,"congruent"
"14","high","1st","3rd","1",0.73118,"incongruent"
"14","low","3rd","2nd","1",0.83602,"incongruent"
"14","high","1st","1st","1",1.0575,"congruent"
"14","high","2nd","2nd","1",1.099995,"congruent"
"14","high","2nd","3rd","1",2.46282,"incongruent"
"14","high","2nd","1st","1",0.47538,"incongruent"
"14","low","1st","3rd","0",0.553215,"incongruent"
"14","high","3rd","1st","0",0.48537,"incongruent"
"14","high","3rd","1st","1",0.55978,"incongruent"
"14","high","3rd","2nd","1",0.51984,"incongruent"
"14","high","3rd","2nd","1",0.608185,"incongruent"
"14","none","2nd","none","0",1.101195,"na"
"14","none","1st","none","1",0.59435,"na"
"14","low","1st","1st","0",0.60333,"congruent"
"14","low","1st","3rd","1",0.761235,"incongruent"
"14","none","2nd","none","1",0.728205,"na"
"14","high","2nd","1st","1",1.28585,"incongruent"
"14","high","3rd","3rd","1",0.878345,"congruent"
"14","low","2nd","2nd","1",0.510405,"congruent"
"14","none","1st","none","0",0.90814,"na"
"14","low","3rd","1st","0",0.651545,"incongruent"
"14","high","2nd","2nd","1",0.884465,"congruent"
"14","none","2nd","none","1",0.60755,"na"
"14","high","1st","1st","0",0.70692,"congruent"
"14","high","3rd","3rd","1",0.852405,"congruent"
"14","low","2nd","3rd","1",0.67471,"incongruent"
"14","low","2nd","3rd","0",0.53106,"incongruent"
"14","none","3rd","none","1",0.485015,"na"
"14","high","1st","3rd","1",0.50948,"incongruent"
"14","none","2nd","none","1",1.03262,"na"
"14","high","1st","2nd","0",0.800785,"incongruent"
"14","low","2nd","1st","0",1.83231,"incongruent"
"14","high","1st","3rd","1",0.49327,"incongruent"
"14","high","3rd","2nd","1",0.522945,"incongruent"
"14","low","2nd","3rd","0",0.661635,"incongruent"
"14","none","1st","none","1",0.51095,"na"
"14","high","3rd","1st","1",0.55929,"incongruent"
"14","low","2nd","2nd","1",0.74562,"congruent"
"14","low","3rd","1st","1",0.745585,"incongruent"
"14","high","2nd","2nd","1",0.672025,"congruent"
"14","none","3rd","none","1",0.605425,"na"
"14","high","2nd","3rd","1",0.782955,"incongruent"
"14","low","2nd","1st","1",0.69938,"incongruent"
"14","low","1st","3rd","0",0.551695,"incongruent"
"14","none","1st","none","1",0.270825,"na"
"14","none","1st","none","1",0.653895,"na"
"14","high","2nd","2nd","0",0.619365,"congruent"
"14","none","3rd","none","1",0.61952,"na"
"14","low","1st","3rd","0",0.808515,"incongruent"
"14","high","1st","2nd","1",0.60257,"incongruent"
"14","high","2nd","2nd","0",0.434945,"congruent"
"14","low","1st","2nd","0",0.526025,"incongruent"
"15","low","3rd","2nd","1",0.89894,"incongruent"
"15","high","1st","2nd","1",1.231055,"incongruent"
"15","none","2nd","none","1",0.89233,"na"
"15","low","2nd","1st","1",1.03325,"incongruent"
"15","low","2nd","3rd","1",0.938535,"incongruent"
"15","high","1st","2nd","1",0.952695,"incongruent"
"15","low","3rd","1st","1",0.794175,"incongruent"
"15","none","3rd","none","1",0.81069,"na"
"15","high","1st","1st","0",1.161685,"congruent"
"15","low","3rd","2nd","1",0.93279,"incongruent"
"15","low","3rd","2nd","1",0.80201,"incongruent"
"15","high","1st","1st","1",1.053885,"congruent"
"15","none","2nd","none","1",1.766455,"na"
"15","none","3rd","none","1",0.7167,"na"
"15","none","2nd","none","1",1.1011,"na"
"15","high","1st","2nd","1",0.99664,"incongruent"
"15","none","3rd","none","1",0.751335,"na"
"15","none","2nd","none","1",0.923005,"na"
"15","low","2nd","2nd","1",1.10504,"congruent"
"15","high","1st","1st","0",0.80927,"congruent"
"15","none","1st","none","0",0.77494,"na"
"15","low","1st","3rd","1",0.87375,"incongruent"
"15","none","2nd","none","1",0.86071,"na"
"15","high","3rd","2nd","1",0.77792,"incongruent"
"15","none","2nd","none","1",1.229345,"na"
"15","high","2nd","1st","1",0.88183,"incongruent"
"15","high","2nd","1st","1",0.71278,"incongruent"
"15","high","2nd","1st","1",0.726705,"incongruent"
"15","low","3rd","3rd","1",0.86408,"congruent"
"15","high","2nd","2nd","1",0.919155,"congruent"
"15","low","2nd","1st","1",0.875835,"incongruent"
"15","none","1st","none","1",0.92998,"na"
"15","low","3rd","3rd","1",0.74412,"congruent"
"15","low","1st","3rd","1",0.90359,"incongruent"
"15","high","2nd","2nd","1",0.73295,"congruent"
"15","low","3rd","1st","1",0.747165,"incongruent"
"15","high","3rd","3rd","1",0.825465,"congruent"
"15","low","1st","3rd","1",0.87842,"incongruent"
"15","none","1st","none","1",0.78367,"na"
"15","none","1st","none","1",0.813185,"na"
"15","low","2nd","2nd","1",0.985635,"congruent"
"15","low","2nd","2nd","1",0.93278,"congruent"
"15","high","1st","3rd","1",0.7419,"incongruent"
"15","high","3rd","2nd","1",0.68347,"incongruent"
"15","high","3rd","1st","1",0.592005,"incongruent"
"15","low","2nd","3rd","1",0.77427,"incongruent"
"15","high","1st","1st","0",1.39168,"congruent"
"15","high","3rd","1st","1",0.69769,"incongruent"
"15","low","1st","2nd","1",0.74653,"incongruent"
"15","low","1st","1st","1",0.745415,"congruent"
"15","none","2nd","none","1",0.631215,"na"
"15","high","3rd","1st","1",0.663545,"incongruent"
"15","high","2nd","1st","1",0.892275,"incongruent"
"15","high","3rd","1st","1",0.566095,"incongruent"
"15","low","1st","2nd","1",0.882705,"incongruent"
"15","high","2nd","3rd","1",0.805075,"incongruent"
"15","low","3rd","3rd","1",0.55163,"congruent"
"15","none","1st","none","1",0.871875,"na"
"15","none","1st","none","1",0.65318,"na"
"15","high","1st","3rd","0",1.587195,"incongruent"
"15","high","2nd","3rd","1",0.585955,"incongruent"
"15","low","3rd","1st","1",0.841765,"incongruent"
"15","low","2nd","1st","1",0.65223,"incongruent"
"15","low","2nd","1st","1",0.78704,"incongruent"
"15","none","1st","none","1",0.79151,"na"
"15","low","3rd","3rd","1",0.7286,"congruent"
"15","low","2nd","2nd","1",0.928595,"congruent"
"15","low","1st","1st","1",0.66184,"congruent"
"15","none","1st","none","1",0.749985,"na"
"15","high","2nd","2nd","1",0.69559,"congruent"
"15","none","3rd","none","1",0.67098,"na"
"15","high","3rd","3rd","1",0.6319,"congruent"
"15","high","3rd","2nd","1",0.643865,"incongruent"
"15","low","1st","1st","1",0.813025,"congruent"
"15","high","1st","2nd","1",0.702405,"incongruent"
"15","low","1st","1st","1",1.06983,"congruent"
"15","low","1st","1st","1",1.242875,"congruent"
"15","high","3rd","3rd","1",0.788295,"congruent"
"15","low","2nd","3rd","1",0.756515,"incongruent"
"15","high","1st","3rd","1",0.73825,"incongruent"
"15","low","2nd","3rd","1",0.74126,"incongruent"
"15","none","3rd","none","1",0.608505,"na"
"15","high","3rd","3rd","1",0.589215,"congruent"
"15","low","2nd","2nd","1",1.11243,"congruent"
"15","low","3rd","1st","1",0.622835,"incongruent"
"15","high","2nd","2nd","1",0.95792,"congruent"
"15","low","2nd","1st","1",0.78497,"incongruent"
"15","high","2nd","3rd","1",0.922235,"incongruent"
"15","none","3rd","none","1",0.66727,"na"
"15","low","3rd","1st","1",0.7139,"incongruent"
"15","high","1st","2nd","1",0.751715,"incongruent"
"15","none","2nd","none","1",0.843765,"na"
"15","none","3rd","none","1",0.56261,"na"
"15","high","2nd","3rd","1",0.88423,"incongruent"
"15","none","1st","none","1",1.8456,"na"
"15","none","2nd","none","0",0.632435,"na"
"15","high","3rd","2nd","1",0.551155,"incongruent"
"15","high","1st","3rd","1",0.95847,"incongruent"
"15","low","1st","3rd","0",0.71183,"incongruent"
"15","high","2nd","1st","0",0.9293,"incongruent"
"15","high","2nd","3rd","0",1.05361,"incongruent"
"15","high","3rd","2nd","1",1.72711,"incongruent"
"15","low","3rd","2nd","1",0.830165,"incongruent"
"15","high","3rd","3rd","1",0.547275,"congruent"
"15","none","3rd","none","1",0.55964,"na"
"15","low","3rd","2nd","1",1.00037,"incongruent"
"15","none","1st","none","1",1.154045,"na"
"15","low","1st","3rd","1",0.95617,"incongruent"
"15","low","1st","2nd","1",0.687985,"incongruent"
"15","none","3rd","none","1",0.507125,"na"
"15","high","2nd","2nd","1",0.7283,"congruent"
"15","high","3rd","1st","1",1.04899,"incongruent"
"15","low","2nd","3rd","1",0.923885,"incongruent"
"15","high","1st","3rd","1",0.85875,"incongruent"
"15","low","1st","2nd","1",0.727855,"incongruent"
"15","none","3rd","none","1",0.591855,"na"
"15","high","1st","1st","1",0.74986,"congruent"
"15","low","1st","2nd","1",1.03253,"incongruent"
"15","low","3rd","3rd","1",0.840535,"congruent"
"15","none","2nd","none","1",0.77421,"na"
"16","low","2nd","2nd","1",0.60982,"congruent"
"16","high","2nd","2nd","0",0.529915,"congruent"
"16","low","2nd","3rd","0",0.65,"incongruent"
"16","low","3rd","1st","1",0.47261,"incongruent"
"16","high","1st","2nd","0",0.654065,"incongruent"
"16","high","1st","1st","0",0.5544,"congruent"
"16","low","1st","2nd","1",0.4338,"incongruent"
"16","high","3rd","2nd","1",0.58676,"incongruent"
"16","none","3rd","none","1",0.454595,"na"
"16","none","1st","none","1",0.661785,"na"
"16","high","1st","2nd","1",0.52616,"incongruent"
"16","low","1st","2nd","1",0.59086,"incongruent"
"16","high","2nd","2nd","1",0.67715,"congruent"
"16","none","3rd","none","1",0.444825,"na"
"16","high","3rd","3rd","1",0.623335,"congruent"
"16","none","2nd","none","1",0.604095,"na"
"16","low","2nd","3rd","0",0.58672,"incongruent"
"16","high","2nd","3rd","1",0.610665,"incongruent"
"16","low","1st","2nd","1",0.78807,"incongruent"
"16","high","3rd","3rd","1",0.528285,"congruent"
"16","high","1st","1st","1",0.577425,"congruent"
"16","low","2nd","3rd","1",0.501455,"incongruent"
"16","low","3rd","3rd","1",0.49416,"congruent"
"16","low","1st","1st","1",0.51316,"congruent"
"16","none","2nd","none","1",0.433715,"na"
"16","none","3rd","none","1",0.397215,"na"
"16","none","1st","none","1",0.448115,"na"
"16","low","3rd","1st","1",0.45892,"incongruent"
"16","high","2nd","1st","0",0.442035,"incongruent"
"16","high","1st","3rd","0",0.710915,"incongruent"
"16","low","1st","1st","1",0.609725,"congruent"
"16","low","3rd","3rd","1",0.488705,"congruent"
"16","high","2nd","2nd","0",1.04753,"congruent"
"16","high","2nd","3rd","1",0.579565,"incongruent"
"16","low","1st","3rd","1",0.59692,"incongruent"
"16","high","3rd","1st","1",0.483345,"incongruent"
"16","high","1st","2nd","1",0.710325,"incongruent"
"16","high","2nd","1st","1",0.52878,"incongruent"
"16","low","2nd","2nd","1",0.586835,"congruent"
"16","none","3rd","none","1",0.438055,"na"
"16","low","2nd","1st","1",0.5273,"incongruent"
"16","low","3rd","3rd","1",0.45053,"congruent"
"16","high","3rd","3rd","1",0.513865,"congruent"
"16","none","1st","none","1",0.579445,"na"
"16","low","3rd","1st","1",0.437545,"incongruent"
"16","none","1st","none","1",0.627635,"na"
"16","low","2nd","1st","0",0.816655,"incongruent"
"16","low","3rd","2nd","1",0.482925,"incongruent"
"16","low","3rd","1st","1",0.45255,"incongruent"
"16","none","1st","none","1",0.725005,"na"
"16","high","3rd","2nd","1",0.497135,"incongruent"
"16","low","1st","2nd","1",0.72912,"incongruent"
"16","none","2nd","none","1",0.54561,"na"
"16","none","2nd","none","1",0.653865,"na"
"16","low","3rd","2nd","1",0.478515,"incongruent"
"16","none","1st","none","1",0.50088,"na"
"16","low","1st","1st","0",0.51629,"congruent"
"16","high","3rd","1st","1",0.548305,"incongruent"
"16","low","2nd","2nd","1",0.559745,"congruent"
"16","high","1st","1st","1",0.493235,"congruent"
"16","low","3rd","3rd","1",0.46429,"congruent"
"16","high","3rd","2nd","1",0.507715,"incongruent"
"16","high","3rd","1st","1",0.390045,"incongruent"
"16","high","3rd","3rd","1",0.44115,"congruent"
"16","none","2nd","none","1",0.444915,"na"
"16","none","1st","none","1",0.596065,"na"
"16","high","3rd","2nd","1",0.467345,"incongruent"
"16","low","2nd","1st","1",0.59337,"incongruent"
"16","low","1st","3rd","1",0.620265,"incongruent"
"16","low","2nd","3rd","1",0.554905,"incongruent"
"16","high","1st","3rd","1",0.472965,"incongruent"
"16","low","1st","3rd","1",0.53419,"incongruent"
"16","none","2nd","none","1",0.592095,"na"
"16","low","1st","2nd","1",0.538515,"incongruent"
"16","low","3rd","3rd","1",0.463885,"congruent"
"16","high","1st","3rd","1",0.65928,"incongruent"
"16","high","3rd","3rd","1",0.41655,"congruent"
"16","high","3rd","1st","1",0.56349,"incongruent"
"16","high","2nd","1st","1",0.554735,"incongruent"
"16","high","3rd","1st","1",0.395935,"incongruent"
"16","high","3rd","2nd","1",0.48178,"incongruent"
"16","none","3rd","none","1",0.598495,"na"
"16","high","1st","2nd","1",0.966505,"incongruent"
"16","none","3rd","none","1",0.548545,"na"
"16","high","2nd","3rd","1",0.643035,"incongruent"
"16","none","1st","none","1",0.605875,"na"
"16","none","1st","none","0",0.440955,"na"
"16","high","2nd","2nd","1",0.693025,"congruent"
"16","none","3rd","none","1",0.54895,"na"
"16","low","3rd","1st","1",0.3978,"incongruent"
"16","low","3rd","2nd","1",0.412395,"incongruent"
"16","low","3rd","2nd","1",0.41985,"incongruent"
"16","none","3rd","none","1",0.3923,"na"
"16","low","2nd","1st","1",0.53238,"incongruent"
"16","low","3rd","2nd","1",0.4134,"incongruent"
"16","none","2nd","none","1",0.58469,"na"
"16","low","2nd","2nd","1",0.561275,"congruent"
"16","low","1st","3rd","1",0.80442,"incongruent"
"16","high","1st","1st","1",0.571985,"congruent"
"16","low","2nd","2nd","1",0.50331,"congruent"
"16","none","3rd","none","1",0.47968,"na"
"16","none","1st","none","1",0.58901,"na"
"16","low","1st","3rd","0",0.59335,"incongruent"
"16","high","1st","3rd","1",0.60188,"incongruent"
"16","low","1st","1st","0",0.52786,"congruent"
"16","high","2nd","1st","1",0.610175,"incongruent"
"16","none","3rd","none","1",0.648065,"na"
"16","low","2nd","3rd","1",0.588435,"incongruent"
"16","high","2nd","3rd","1",0.700475,"incongruent"
"16","low","2nd","1st","0",0.664545,"incongruent"
"16","high","2nd","3rd","1",0.62652,"incongruent"
"16","high","2nd","1st","0",0.630295,"incongruent"
"16","none","2nd","none","0",0.59273,"na"
"16","high","1st","1st","1",0.425195,"congruent"
"16","low","1st","1st","1",0.737465,"congruent"
"16","high","1st","3rd","1",0.59859,"incongruent"
"16","high","2nd","2nd","0",0.65795,"congruent"
"16","high","1st","2nd","1",0.50805,"incongruent"
"16","none","2nd","none","1",0.64566,"na"
"16","none","2nd","none","1",0.47968,"na"
"17","low","3rd","1st","0",0.5568,"incongruent"
"17","none","3rd","none","1",1.151585,"na"
"17","low","3rd","2nd","0",0.26936,"incongruent"
"17","high","2nd","1st","0",0.482125,"incongruent"
"17","high","3rd","1st","1",0.5592,"incongruent"
"17","high","1st","3rd","0",0.52378,"incongruent"
"17","low","2nd","1st","1",0.873995,"incongruent"
"17","high","1st","1st","0",0.24775,"congruent"
"17","high","3rd","1st","0",0.273935,"incongruent"
"17","low","1st","3rd","0",1.141165,"incongruent"
"17","none","3rd","none","1",0.347155,"na"
"17","high","3rd","1st","0",0.27097,"incongruent"
"17","high","2nd","1st","0",0.327095,"incongruent"
"17","none","1st","none","0",0.295625,"na"
"17","none","1st","none","0",2.0649,"na"
"17","none","2nd","none","1",0.3978,"na"
"17","high","1st","3rd","0",0.284275,"incongruent"
"17","high","2nd","2nd","1",0.418195,"congruent"
"17","high","1st","3rd","0",0.543925,"incongruent"
"17","high","2nd","2nd","1",1.014355,"congruent"
"17","low","3rd","2nd","1",0.94193,"incongruent"
"17","high","1st","1st","1",1.402185,"congruent"
"17","high","2nd","3rd","1",0.52356,"incongruent"
"17","high","3rd","2nd","0",0.564575,"incongruent"
"17","none","2nd","none","0",1.10137,"na"
"17","none","3rd","none","1",0.342355,"na"
"17","low","1st","1st","1",0.65852,"congruent"
"17","high","2nd","3rd","1",0.57306,"incongruent"
"17","none","1st","none","0",0.727625,"na"
"17","none","2nd","none","1",0.489865,"na"
"17","low","1st","1st","0",0.50683,"congruent"
"17","high","3rd","3rd","1",0.551205,"congruent"
"17","low","2nd","3rd","1",0.62767,"incongruent"
"17","high","1st","2nd","1",0.663545,"incongruent"
"17","high","3rd","3rd","0",0.73121,"congruent"
"17","low","2nd","2nd","1",0.61768,"congruent"
"17","none","3rd","none","1",0.67516,"na"
"17","none","2nd","none","1",0.610595,"na"
"17","high","3rd","2nd","0",0.890915,"incongruent"
"17","low","3rd","3rd","1",0.91857,"congruent"
"17","low","2nd","2nd","0",0.92766,"congruent"
"17","low","2nd","1st","1",0.442955,"incongruent"
"17","high","3rd","3rd","1",0.569705,"congruent"
"17","low","3rd","2nd","1",0.745605,"incongruent"
"17","low","2nd","2nd","1",0.55086,"congruent"
"17","high","1st","2nd","0",1.638055,"incongruent"
"17","low","2nd","1st","1",0.34376,"incongruent"
"17","low","1st","2nd","1",0.56082,"incongruent"
"17","high","1st","2nd","1",0.473765,"incongruent"
"17","low","2nd","1st","0",0.27931,"incongruent"
"17","low","3rd","2nd","1",0.53192,"incongruent"
"17","none","2nd","none","1",0.562295,"na"
"17","low","2nd","3rd","1",0.802685,"incongruent"
